"id","tipo_incidente","canal_origem","volume_titulares","severidade_reputacional","ilr","resultado_final"
4824,"Vazamento_API","E-commerce",7648,3,49.1,"Medio_Risco"
4825,"Ausencia_Termos","App_Mobile",37392,9,68.2,"Medio_Risco"
4826,"Vazamento_API","Portal_Cliente",33498,6,75.1,"Alto_Risco"
4827,"Falha_Cookies","App_Mobile",20274,6,55.9,"Medio_Risco"
4828,"Ausencia_Termos","App_Mobile",8402,4,32.5,"Baixo_Risco"
4829,"Falha_Cookies","Portal_Cliente",19432,4,47.5,"Medio_Risco"
4830,"Ausencia_Termos","App_Mobile",8420,7,44.5,"Baixo_Risco"
4831,"Falha_Cookies","App_Mobile",46524,9,82.1,"Baixo_Risco"
4832,"Ausencia_Termos","App_Mobile",18336,2,29.9,"Baixo_Risco"
4833,"Vazamento_API","Portal_Cliente",8109,6,61.3,"Medio_Risco"
4834,"Falha_Cookies","E-commerce",37330,2,49.1,"Medio_Risco"
4835,"Ausencia_Termos","E-commerce",26224,5,46.1,"Medio_Risco"
4836,"Falha_Cookies","Portal_Cliente",13648,3,40.3,"Baixo_Risco"
4837,"Ausencia_Termos","App_Mobile",24499,9,61.2,"Medio_Risco"
4838,"Vazamento_API","E-commerce",37705,7,81.3,"Alto_Risco"
4839,"Falha_Cookies","App_Mobile",44203,8,76.9,"Alto_Risco"
4840,"Vazamento_API","Portal_Cliente",14660,7,68.9,"Medio_Risco"
4841,"Vazamento_API","App_Mobile",48872,8,91.4,"Alto_Risco"
4842,"Falha_Cookies","Portal_Cliente",24582,2,42.2,"Baixo_Risco"
4843,"Ausencia_Termos","App_Mobile",1799,4,28.9,"Baixo_Risco"
4844,"Vazamento_API","App_Mobile",850,5,53.4,"Medio_Risco"
4845,"Ausencia_Termos","E-commerce",24700,5,45.3,"Medio_Risco"
4846,"Vazamento_API","App_Mobile",38546,9,89.8,"Alto_Risco"
4847,"Vazamento_API","E-commerce",2382,8,66.2,"Medio_Risco"
4848,"Vazamento_API","App_Mobile",34319,3,63.5,"Alto_Risco"
4849,"Falha_Cookies","Portal_Cliente",14756,6,52.9,"Medio_Risco"
4850,"Ausencia_Termos","Portal_Cliente",49526,6,62.7,"Medio_Risco"
4851,"Falha_Cookies","App_Mobile",17979,9,66.7,"Medio_Risco"
4852,"Falha_Cookies","E-commerce",25883,7,63,"Medio_Risco"
4853,"Ausencia_Termos","App_Mobile",15597,5,40.4,"Baixo_Risco"
4854,"Vazamento_API","E-commerce",7813,4,53.2,"Medio_Risco"
4855,"Falha_Cookies","App_Mobile",41682,8,75.5,"Alto_Risco"
4856,"Vazamento_API","App_Mobile",38235,3,65.6,"Medio_Risco"
4857,"Vazamento_API","E-commerce",26693,4,63.4,"Medio_Risco"
4858,"Falha_Cookies","App_Mobile",31008,6,61.7,"Alto_Risco"
4859,"Vazamento_API","Portal_Cliente",29133,5,68.7,"Medio_Risco"
4860,"Falha_Cookies","E-commerce",3712,7,51,"Medio_Risco"
4861,"Falha_Cookies","App_Mobile",43555,1,48.5,"Medio_Risco"
4862,"Ausencia_Termos","E-commerce",48449,3,50.2,"Medio_Risco"
4863,"Falha_Cookies","App_Mobile",38254,2,49.6,"Medio_Risco"
4864,"Ausencia_Termos","App_Mobile",36119,2,39.5,"Baixo_Risco"
4865,"Falha_Cookies","App_Mobile",27242,2,43.7,"Baixo_Risco"
4866,"Ausencia_Termos","App_Mobile",43047,4,51.2,"Medio_Risco"
4867,"Falha_Cookies","E-commerce",16406,1,33.8,"Baixo_Risco"
4868,"Vazamento_API","E-commerce",6524,10,76.5,"Alto_Risco"
4869,"Vazamento_API","App_Mobile",40120,7,82.7,"Alto_Risco"
4870,"Vazamento_API","Portal_Cliente",28053,9,84.1,"Alto_Risco"
4871,"Falha_Cookies","E-commerce",37595,10,81.3,"Alto_Risco"
4872,"Falha_Cookies","App_Mobile",3236,7,50.7,"Medio_Risco"
4873,"Vazamento_API","Portal_Cliente",27356,7,75.7,"Alto_Risco"
4874,"Falha_Cookies","Portal_Cliente",12534,5,47.7,"Medio_Risco"
4875,"Ausencia_Termos","Portal_Cliente",24024,9,60.9,"Medio_Risco"
4876,"Ausencia_Termos","Portal_Cliente",20113,4,38.8,"Baixo_Risco"
4877,"Vazamento_API","E-commerce",13976,2,48.5,"Medio_Risco"
4878,"Ausencia_Termos","Portal_Cliente",13928,2,27.5,"Baixo_Risco"
4879,"Vazamento_API","Portal_Cliente",19547,3,55.5,"Medio_Risco"
4880,"Falha_Cookies","E-commerce",4713,7,51.5,"Medio_Risco"
4881,"Vazamento_API","App_Mobile",5041,7,63.7,"Medio_Risco"
4882,"Vazamento_API","E-commerce",48683,2,67.3,"Medio_Risco"
4883,"Vazamento_API","E-commerce",45135,6,81.4,"Alto_Risco"
4884,"Falha_Cookies","App_Mobile",9211,3,37.9,"Baixo_Risco"
4885,"Ausencia_Termos","Portal_Cliente",42713,4,51.1,"Medio_Risco"
4886,"Vazamento_API","E-commerce",22752,3,57.3,"Medio_Risco"
4887,"Vazamento_API","E-commerce",42393,6,79.9,"Alto_Risco"
4888,"Vazamento_API","Portal_Cliente",13699,8,72.4,"Alto_Risco"
4889,"Vazamento_API","Portal_Cliente",10807,1,42.8,"Baixo_Risco"
4890,"Ausencia_Termos","App_Mobile",41147,1,38.2,"Baixo_Risco"
4891,"Falha_Cookies","App_Mobile",29417,4,52.9,"Medio_Risco"
4892,"Vazamento_API","E-commerce",35676,5,72.2,"Alto_Risco"
4893,"Ausencia_Termos","App_Mobile",16543,8,52.9,"Medio_Risco"
4894,"Falha_Cookies","Portal_Cliente",41574,6,67.4,"Medio_Risco"
4895,"Ausencia_Termos","E-commerce",17813,5,41.6,"Baixo_Risco"
4896,"Falha_Cookies","E-commerce",34555,9,75.6,"Alto_Risco"
4897,"Falha_Cookies","App_Mobile",10887,8,58.8,"Medio_Risco"
4898,"Vazamento_API","Portal_Cliente",35026,5,71.9,"Medio_Risco"
4899,"Ausencia_Termos","E-commerce",34177,5,50.4,"Medio_Risco"
4900,"Falha_Cookies","Portal_Cliente",6246,2,32.3,"Baixo_Risco"
4901,"Ausencia_Termos","Portal_Cliente",44883,8,68.2,"Medio_Risco"
4902,"Vazamento_API","App_Mobile",13898,1,44.5,"Baixo_Risco"
4903,"Ausencia_Termos","App_Mobile",5461,6,38.9,"Baixo_Risco"
4904,"Vazamento_API","App_Mobile",2444,7,62.3,"Medio_Risco"
4905,"Ausencia_Termos","Portal_Cliente",24804,8,57.4,"Medio_Risco"
4906,"Falha_Cookies","E-commerce",4894,4,39.6,"Baixo_Risco"
4907,"Ausencia_Termos","Portal_Cliente",26281,9,62.2,"Medio_Risco"
4908,"Vazamento_API","App_Mobile",40262,1,58.7,"Medio_Risco"
4909,"Vazamento_API","E-commerce",35396,2,60.1,"Medio_Risco"
4910,"Ausencia_Termos","E-commerce",22176,5,43.9,"Baixo_Risco"
4911,"Ausencia_Termos","E-commerce",23146,5,44.5,"Baixo_Risco"
4912,"Ausencia_Termos","Portal_Cliente",46042,1,40.9,"Baixo_Risco"
4913,"Vazamento_API","Portal_Cliente",4468,7,63.4,"Medio_Risco"
4914,"Vazamento_API","App_Mobile",41020,1,59.1,"Medio_Risco"
4915,"Vazamento_API","E-commerce",10976,8,70.9,"Medio_Risco"
4916,"Falha_Cookies","E-commerce",26665,8,67.4,"Medio_Risco"
4917,"Ausencia_Termos","E-commerce",48606,3,50.2,"Medio_Risco"
4918,"Vazamento_API","App_Mobile",7153,2,44.8,"Baixo_Risco"
4919,"Ausencia_Termos","E-commerce",18699,2,30.1,"Baixo_Risco"
4920,"Ausencia_Termos","Portal_Cliente",34095,1,34.4,"Baixo_Risco"
4921,"Falha_Cookies","Portal_Cliente",39532,4,58.3,"Medio_Risco"
4922,"Vazamento_API","Portal_Cliente",33117,5,70.9,"Medio_Risco"
4923,"Falha_Cookies","Portal_Cliente",11738,3,39.3,"Baixo_Risco"
4924,"Falha_Cookies","App_Mobile",36440,1,44.7,"Baixo_Risco"
4925,"Falha_Cookies","E-commerce",12846,4,43.9,"Baixo_Risco"
4926,"Falha_Cookies","Portal_Cliente",26339,6,59.2,"Medio_Risco"
4927,"Falha_Cookies","App_Mobile",49000,9,83.5,"Alto_Risco"
4928,"Vazamento_API","E-commerce",42391,2,63.9,"Medio_Risco"
4929,"Vazamento_API","Portal_Cliente",14991,8,73.1,"Alto_Risco"
4930,"Falha_Cookies","Portal_Cliente",12454,5,47.7,"Medio_Risco"
4931,"Falha_Cookies","E-commerce",38660,6,65.9,"Medio_Risco"
4932,"Vazamento_API","E-commerce",48879,1,63.4,"Medio_Risco"
4933,"Vazamento_API","App_Mobile",41965,9,91.7,"Alto_Risco"
4934,"Ausencia_Termos","App_Mobile",8259,2,24.4,"Baixo_Risco"
4935,"Vazamento_API","Portal_Cliente",40228,1,58.7,"Medio_Risco"
4936,"Ausencia_Termos","Portal_Cliente",21660,1,27.7,"Baixo_Risco"
4937,"Falha_Cookies","E-commerce",26172,8,67.1,"Medio_Risco"
4938,"Falha_Cookies","Portal_Cliente",15216,4,45.2,"Medio_Risco"
4939,"Falha_Cookies","E-commerce",47645,9,82.7,"Alto_Risco"
4940,"Vazamento_API","E-commerce",21956,8,76.8,"Alto_Risco"
4941,"Vazamento_API","Portal_Cliente",15989,3,53.6,"Medio_Risco"
4942,"Falha_Cookies","Portal_Cliente",48552,8,79.2,"Alto_Risco"
4943,"Vazamento_API","App_Mobile",45306,6,81.5,"Alto_Risco"
4944,"Ausencia_Termos","Portal_Cliente",32176,8,61.4,"Medio_Risco"
4945,"Ausencia_Termos","E-commerce",33501,6,54.1,"Baixo_Risco"
4946,"Vazamento_API","E-commerce",18625,2,51,"Medio_Risco"
4947,"Vazamento_API","E-commerce",8309,4,53.4,"Medio_Risco"
4948,"Vazamento_API","E-commerce",43002,10,96.2,"Alto_Risco"
4949,"Ausencia_Termos","Portal_Cliente",12086,3,30.5,"Baixo_Risco"
4950,"Vazamento_API","App_Mobile",28241,4,64.2,"Medio_Risco"
4951,"Falha_Cookies","Portal_Cliente",38880,7,70,"Medio_Risco"
4952,"Falha_Cookies","E-commerce",569,7,49.3,"Medio_Risco"
4953,"Vazamento_API","E-commerce",4189,6,59.2,"Medio_Risco"
4954,"Falha_Cookies","Portal_Cliente",870,3,33.4,"Baixo_Risco"
4955,"Falha_Cookies","Portal_Cliente",36795,8,72.9,"Alto_Risco"
4956,"Ausencia_Termos","Portal_Cliente",9965,7,45.3,"Medio_Risco"
4957,"Vazamento_API","Portal_Cliente",37686,8,85.3,"Alto_Risco"
4958,"Vazamento_API","Portal_Cliente",40707,2,63,"Medio_Risco"
4959,"Vazamento_API","App_Mobile",47144,9,94.5,"Alto_Risco"
4960,"Vazamento_API","App_Mobile",24537,4,62.2,"Medio_Risco"
4961,"Vazamento_API","Portal_Cliente",28483,6,72.4,"Alto_Risco"
4962,"Vazamento_API","Portal_Cliente",28170,2,56.2,"Medio_Risco"
4963,"Falha_Cookies","E-commerce",37438,5,61.2,"Medio_Risco"
4964,"Ausencia_Termos","Portal_Cliente",15213,2,28.2,"Baixo_Risco"
4965,"Vazamento_API","Portal_Cliente",48191,2,67,"Medio_Risco"
4966,"Falha_Cookies","E-commerce",47016,3,58.4,"Medio_Risco"
4967,"Falha_Cookies","Portal_Cliente",15685,5,49.4,"Medio_Risco"
4968,"Falha_Cookies","App_Mobile",48821,9,83.4,"Alto_Risco"
4969,"Ausencia_Termos","App_Mobile",37460,8,64.2,"Alto_Risco"
4970,"Vazamento_API","App_Mobile",12645,1,43.8,"Baixo_Risco"
4971,"Ausencia_Termos","E-commerce",21587,2,31.6,"Baixo_Risco"
4972,"Vazamento_API","E-commerce",49863,9,95.9,"Alto_Risco"
4973,"Vazamento_API","App_Mobile",19533,10,83.5,"Alto_Risco"
4974,"Ausencia_Termos","App_Mobile",37795,9,68.4,"Medio_Risco"
4975,"Falha_Cookies","E-commerce",48218,4,63,"Medio_Risco"
4976,"Falha_Cookies","E-commerce",17074,8,62.2,"Medio_Risco"
4977,"Ausencia_Termos","App_Mobile",9545,7,45.1,"Medio_Risco"
4978,"Falha_Cookies","Portal_Cliente",47999,6,70.9,"Medio_Risco"
4979,"Vazamento_API","Portal_Cliente",9730,9,74.2,"Alto_Risco"
4980,"Ausencia_Termos","App_Mobile",10918,1,21.9,"Baixo_Risco"
4981,"Falha_Cookies","App_Mobile",8868,2,33.7,"Baixo_Risco"
4982,"Falha_Cookies","E-commerce",6964,4,40.7,"Baixo_Risco"
4983,"Falha_Cookies","Portal_Cliente",41769,2,51.5,"Medio_Risco"
4984,"Vazamento_API","App_Mobile",30974,3,61.7,"Medio_Risco"
4985,"Falha_Cookies","Portal_Cliente",7260,1,28.9,"Baixo_Risco"
4986,"Ausencia_Termos","E-commerce",47762,2,45.8,"Medio_Risco"
4987,"Vazamento_API","Portal_Cliente",38872,1,58,"Medio_Risco"
4988,"Ausencia_Termos","App_Mobile",33941,9,66.3,"Medio_Risco"
4989,"Ausencia_Termos","Portal_Cliente",48927,1,42.4,"Baixo_Risco"
4990,"Falha_Cookies","E-commerce",32939,7,66.8,"Medio_Risco"
4991,"Vazamento_API","Portal_Cliente",25187,7,74.6,"Alto_Risco"
4992,"Falha_Cookies","App_Mobile",24482,8,66.2,"Medio_Risco"
4993,"Vazamento_API","E-commerce",22098,2,52.9,"Medio_Risco"
4994,"Ausencia_Termos","Portal_Cliente",25349,8,57.7,"Medio_Risco"
4995,"Falha_Cookies","E-commerce",47780,1,50.8,"Medio_Risco"
4996,"Falha_Cookies","App_Mobile",43107,2,52.3,"Medio_Risco"
4997,"Falha_Cookies","App_Mobile",18896,9,67.2,"Medio_Risco"
4998,"Falha_Cookies","E-commerce",1392,5,41.7,"Alto_Risco"
4999,"Falha_Cookies","E-commerce",26497,4,51.3,"Medio_Risco"
5000,"Vazamento_API","App_Mobile",48824,2,67.4,"Medio_Risco"
5001,"Vazamento_API","App_Mobile",18462,1,46.9,"Alto_Risco"
5002,"Ausencia_Termos","App_Mobile",38100,3,44.6,"Baixo_Risco"
5003,"Ausencia_Termos","E-commerce",31646,3,41.1,"Baixo_Risco"
5004,"Falha_Cookies","App_Mobile",20009,7,59.8,"Medio_Risco"
5005,"Vazamento_API","App_Mobile",25653,2,54.8,"Medio_Risco"
5006,"Falha_Cookies","Portal_Cliente",6387,3,36.4,"Baixo_Risco"
5007,"Falha_Cookies","App_Mobile",48966,6,71.4,"Medio_Risco"
5008,"Vazamento_API","E-commerce",6919,8,68.7,"Medio_Risco"
5009,"Vazamento_API","Portal_Cliente",12253,5,59.6,"Medio_Risco"
5010,"Ausencia_Termos","App_Mobile",21756,6,47.7,"Medio_Risco"
5011,"Ausencia_Termos","E-commerce",2050,6,37.1,"Alto_Risco"
5012,"Vazamento_API","E-commerce",31281,9,85.9,"Alto_Risco"
5013,"Ausencia_Termos","Portal_Cliente",36184,1,35.5,"Baixo_Risco"
5014,"Falha_Cookies","App_Mobile",34714,2,47.7,"Medio_Risco"
5015,"Vazamento_API","App_Mobile",319,9,69.1,"Medio_Risco"
5016,"Ausencia_Termos","App_Mobile",8964,7,44.8,"Baixo_Risco"
5017,"Falha_Cookies","App_Mobile",5134,4,39.7,"Baixo_Risco"
5018,"Ausencia_Termos","E-commerce",8230,2,24.4,"Baixo_Risco"
5019,"Falha_Cookies","Portal_Cliente",6512,6,48.5,"Medio_Risco"
5020,"Vazamento_API","E-commerce",23594,6,69.7,"Medio_Risco"
5021,"Vazamento_API","App_Mobile",27988,1,52.1,"Medio_Risco"
5022,"Falha_Cookies","Portal_Cliente",35947,6,64.4,"Medio_Risco"
5023,"Falha_Cookies","App_Mobile",31173,10,77.8,"Baixo_Risco"
5024,"Falha_Cookies","Portal_Cliente",44218,1,48.9,"Medio_Risco"
5025,"Vazamento_API","Portal_Cliente",41205,6,79.2,"Alto_Risco"
5026,"Vazamento_API","App_Mobile",43138,8,88.3,"Alto_Risco"
5027,"Vazamento_API","App_Mobile",42014,8,87.7,"Alto_Risco"
5028,"Ausencia_Termos","E-commerce",7360,3,27.9,"Baixo_Risco"
5029,"Falha_Cookies","E-commerce",16243,8,61.7,"Medio_Risco"
5030,"Falha_Cookies","E-commerce",25198,2,42.6,"Baixo_Risco"
5031,"Ausencia_Termos","App_Mobile",3964,2,22.1,"Baixo_Risco"
5032,"Vazamento_API","E-commerce",42390,4,71.9,"Medio_Risco"
5033,"Vazamento_API","App_Mobile",19301,10,83.4,"Alto_Risco"
5034,"Ausencia_Termos","App_Mobile",18659,9,58,"Medio_Risco"
5035,"Vazamento_API","E-commerce",28135,8,80.2,"Alto_Risco"
5036,"Ausencia_Termos","App_Mobile",26455,7,54.3,"Medio_Risco"
5037,"Vazamento_API","Portal_Cliente",39240,4,70.2,"Medio_Risco"
5038,"Vazamento_API","E-commerce",41496,7,83.4,"Alto_Risco"
5039,"Ausencia_Termos","E-commerce",8825,9,52.7,"Medio_Risco"
5040,"Vazamento_API","E-commerce",16958,5,62.1,"Alto_Risco"
5041,"Falha_Cookies","App_Mobile",49042,6,71.5,"Medio_Risco"
5042,"Falha_Cookies","App_Mobile",34439,6,63.6,"Medio_Risco"
5043,"Vazamento_API","App_Mobile",11421,6,63.1,"Medio_Risco"
5044,"Vazamento_API","Portal_Cliente",44442,10,97,"Alto_Risco"
5045,"Ausencia_Termos","E-commerce",26647,2,34.4,"Baixo_Risco"
5046,"Ausencia_Termos","Portal_Cliente",36671,6,55.8,"Medio_Risco"
5047,"Vazamento_API","Portal_Cliente",36657,8,84.8,"Alto_Risco"
5048,"Falha_Cookies","E-commerce",38416,1,45.7,"Medio_Risco"
5049,"Falha_Cookies","E-commerce",45413,2,53.5,"Medio_Risco"
5050,"Ausencia_Termos","App_Mobile",39048,4,49.1,"Medio_Risco"
5051,"Vazamento_API","Portal_Cliente",37882,1,57.4,"Baixo_Risco"
5052,"Vazamento_API","Portal_Cliente",35548,5,72.2,"Baixo_Risco"
5053,"Falha_Cookies","E-commerce",16740,5,50,"Medio_Risco"
5054,"Falha_Cookies","E-commerce",144,6,45,"Medio_Risco"
5055,"Ausencia_Termos","Portal_Cliente",14564,7,47.8,"Medio_Risco"
5056,"Vazamento_API","App_Mobile",28556,10,88.4,"Alto_Risco"
5057,"Ausencia_Termos","App_Mobile",7051,9,51.8,"Medio_Risco"
5058,"Ausencia_Termos","E-commerce",5797,4,31.1,"Baixo_Risco"
5059,"Vazamento_API","E-commerce",9862,7,66.3,"Medio_Risco"
5060,"Vazamento_API","E-commerce",30523,10,89.5,"Alto_Risco"
5061,"Vazamento_API","Portal_Cliente",28287,2,56.3,"Medio_Risco"
5062,"Vazamento_API","E-commerce",3783,7,63,"Medio_Risco"
5063,"Falha_Cookies","E-commerce",49831,2,55.9,"Medio_Risco"
5064,"Ausencia_Termos","E-commerce",26752,2,34.4,"Baixo_Risco"
5065,"Falha_Cookies","E-commerce",28937,7,64.6,"Medio_Risco"
5066,"Falha_Cookies","E-commerce",27530,1,39.8,"Baixo_Risco"
5067,"Vazamento_API","App_Mobile",38869,3,66,"Baixo_Risco"
5068,"Ausencia_Termos","App_Mobile",12899,7,46.9,"Medio_Risco"
5069,"Falha_Cookies","Portal_Cliente",22398,6,57.1,"Medio_Risco"
5070,"Vazamento_API","Portal_Cliente",43365,9,92.4,"Alto_Risco"
5071,"Falha_Cookies","E-commerce",16106,3,41.7,"Baixo_Risco"
5072,"Falha_Cookies","E-commerce",40218,3,54.7,"Medio_Risco"
5073,"Ausencia_Termos","App_Mobile",19150,3,34.3,"Baixo_Risco"
5074,"Ausencia_Termos","App_Mobile",32101,4,45.3,"Medio_Risco"
5075,"Vazamento_API","E-commerce",16285,6,65.8,"Medio_Risco"
5076,"Vazamento_API","App_Mobile",34094,4,67.4,"Medio_Risco"
5077,"Falha_Cookies","Portal_Cliente",35802,5,60.3,"Medio_Risco"
5078,"Vazamento_API","App_Mobile",4981,2,43.6,"Baixo_Risco"
5079,"Vazamento_API","Portal_Cliente",13358,1,44.2,"Baixo_Risco"
5080,"Vazamento_API","Portal_Cliente",30479,3,61.4,"Medio_Risco"
5081,"Vazamento_API","E-commerce",24324,5,66.1,"Medio_Risco"
5082,"Falha_Cookies","Portal_Cliente",37917,3,53.5,"Medio_Risco"
5083,"Vazamento_API","Portal_Cliente",42463,2,63.9,"Baixo_Risco"
5084,"Ausencia_Termos","Portal_Cliente",18745,5,42.1,"Baixo_Risco"
5085,"Falha_Cookies","Portal_Cliente",7949,2,33.2,"Baixo_Risco"
5086,"Falha_Cookies","E-commerce",13696,8,60.4,"Medio_Risco"
5087,"Falha_Cookies","E-commerce",1541,4,37.8,"Baixo_Risco"
5088,"Falha_Cookies","E-commerce",27821,7,64,"Medio_Risco"
5089,"Falha_Cookies","E-commerce",35511,6,64.2,"Medio_Risco"
5090,"Ausencia_Termos","Portal_Cliente",4158,2,22.2,"Baixo_Risco"
5091,"Vazamento_API","App_Mobile",39959,4,70.6,"Medio_Risco"
5092,"Falha_Cookies","E-commerce",3848,8,55,"Medio_Risco"
5093,"Vazamento_API","Portal_Cliente",35181,8,84,"Alto_Risco"
5094,"Ausencia_Termos","Portal_Cliente",37350,4,48.2,"Medio_Risco"
5095,"Vazamento_API","Portal_Cliente",25122,3,58.5,"Medio_Risco"
5096,"Vazamento_API","Portal_Cliente",5269,8,67.8,"Medio_Risco"
5097,"Vazamento_API","App_Mobile",47215,3,70.5,"Alto_Risco"
5098,"Vazamento_API","Portal_Cliente",29588,3,61,"Medio_Risco"
5099,"Vazamento_API","E-commerce",48257,6,83.1,"Alto_Risco"
5100,"Ausencia_Termos","Portal_Cliente",48541,7,66.2,"Medio_Risco"
5101,"Falha_Cookies","App_Mobile",34474,3,51.6,"Medio_Risco"
5102,"Falha_Cookies","App_Mobile",46893,5,66.3,"Medio_Risco"
5103,"Falha_Cookies","E-commerce",34282,1,43.5,"Baixo_Risco"
5104,"Ausencia_Termos","App_Mobile",42852,7,63.1,"Medio_Risco"
5105,"Vazamento_API","Portal_Cliente",33728,5,71.2,"Medio_Risco"
5106,"Vazamento_API","Portal_Cliente",30255,7,77.3,"Alto_Risco"
5107,"Vazamento_API","App_Mobile",48052,5,78.9,"Alto_Risco"
5108,"Vazamento_API","App_Mobile",4522,7,63.4,"Medio_Risco"
5109,"Ausencia_Termos","Portal_Cliente",40264,10,73.7,"Alto_Risco"
5110,"Vazamento_API","E-commerce",2610,5,54.4,"Medio_Risco"
5111,"Vazamento_API","Portal_Cliente",38040,4,69.5,"Alto_Risco"
5112,"Falha_Cookies","E-commerce",34838,6,63.8,"Medio_Risco"
5113,"Vazamento_API","E-commerce",33159,5,70.9,"Medio_Risco"
5114,"Falha_Cookies","App_Mobile",32619,10,78.6,"Alto_Risco"
5115,"Falha_Cookies","Portal_Cliente",34876,5,59.8,"Medio_Risco"
5116,"Vazamento_API","E-commerce",7460,6,61,"Medio_Risco"
5117,"Ausencia_Termos","E-commerce",41739,3,46.5,"Medio_Risco"
5118,"Falha_Cookies","App_Mobile",22190,8,65,"Medio_Risco"
5119,"Vazamento_API","E-commerce",10839,1,42.8,"Baixo_Risco"
5120,"Falha_Cookies","E-commerce",45893,8,77.8,"Alto_Risco"
5121,"Vazamento_API","Portal_Cliente",15989,4,57.6,"Medio_Risco"
5122,"Falha_Cookies","Portal_Cliente",27799,1,40,"Baixo_Risco"
5123,"Ausencia_Termos","App_Mobile",15987,8,52.6,"Medio_Risco"
5124,"Ausencia_Termos","Portal_Cliente",29239,9,63.8,"Medio_Risco"
5125,"Vazamento_API","E-commerce",21680,2,52.7,"Medio_Risco"
5126,"Falha_Cookies","E-commerce",41849,2,51.6,"Medio_Risco"
5127,"Vazamento_API","Portal_Cliente",12946,9,76,"Alto_Risco"
5128,"Vazamento_API","Portal_Cliente",46891,3,70.3,"Medio_Risco"
5129,"Vazamento_API","Portal_Cliente",44545,4,73,"Alto_Risco"
5130,"Falha_Cookies","E-commerce",41668,5,63.5,"Medio_Risco"
5131,"Falha_Cookies","E-commerce",28858,8,68.6,"Medio_Risco"
5132,"Vazamento_API","E-commerce",13338,5,60.2,"Medio_Risco"
5133,"Vazamento_API","Portal_Cliente",27666,10,87.9,"Alto_Risco"
5134,"Falha_Cookies","E-commerce",36025,7,68.4,"Baixo_Risco"
5135,"Falha_Cookies","Portal_Cliente",34356,5,59.5,"Medio_Risco"
5136,"Ausencia_Termos","App_Mobile",42152,6,58.8,"Medio_Risco"
5137,"Vazamento_API","App_Mobile",20520,6,68,"Medio_Risco"
5138,"Ausencia_Termos","App_Mobile",27354,10,66.7,"Medio_Risco"
5139,"Falha_Cookies","App_Mobile",14392,6,52.7,"Medio_Risco"
5140,"Ausencia_Termos","App_Mobile",41148,7,62.2,"Medio_Risco"
5141,"Falha_Cookies","App_Mobile",34751,6,63.7,"Medio_Risco"
5142,"Ausencia_Termos","Portal_Cliente",1626,6,36.8,"Baixo_Risco"
5143,"Vazamento_API","E-commerce",42210,3,67.8,"Medio_Risco"
5144,"Vazamento_API","App_Mobile",47207,7,86.5,"Alto_Risco"
5145,"Ausencia_Termos","App_Mobile",13125,3,31,"Baixo_Risco"
5146,"Falha_Cookies","E-commerce",15286,7,57.2,"Medio_Risco"
5147,"Falha_Cookies","Portal_Cliente",5189,8,55.8,"Alto_Risco"
5148,"Falha_Cookies","E-commerce",35275,2,48,"Medio_Risco"
5149,"Ausencia_Termos","App_Mobile",25679,2,33.8,"Baixo_Risco"
5150,"Vazamento_API","Portal_Cliente",28063,4,64.1,"Medio_Risco"
5151,"Vazamento_API","App_Mobile",13082,7,68,"Medio_Risco"
5152,"Vazamento_API","Portal_Cliente",28456,3,60.3,"Medio_Risco"
5153,"Vazamento_API","App_Mobile",20598,4,60.1,"Medio_Risco"
5154,"Ausencia_Termos","App_Mobile",13162,6,43.1,"Baixo_Risco"
5155,"Falha_Cookies","App_Mobile",18366,5,50.9,"Medio_Risco"
5156,"Ausencia_Termos","Portal_Cliente",43078,1,39.3,"Baixo_Risco"
5157,"Ausencia_Termos","Portal_Cliente",47677,6,61.7,"Medio_Risco"
5158,"Falha_Cookies","Portal_Cliente",25836,2,42.9,"Baixo_Risco"
5159,"Falha_Cookies","Portal_Cliente",1019,3,33.5,"Baixo_Risco"
5160,"Ausencia_Termos","Portal_Cliente",43891,2,43.7,"Baixo_Risco"
5161,"Falha_Cookies","E-commerce",33346,5,59,"Medio_Risco"
5162,"Vazamento_API","E-commerce",41507,10,95.4,"Alto_Risco"
5163,"Vazamento_API","Portal_Cliente",8151,9,73.4,"Baixo_Risco"
5164,"Vazamento_API","E-commerce",46818,7,86.3,"Alto_Risco"
5165,"Falha_Cookies","App_Mobile",49028,9,83.5,"Alto_Risco"
5166,"Vazamento_API","E-commerce",18907,1,47.2,"Medio_Risco"
5167,"Ausencia_Termos","E-commerce",38490,4,48.8,"Medio_Risco"
5168,"Falha_Cookies","App_Mobile",45328,7,73.5,"Alto_Risco"
5169,"Falha_Cookies","Portal_Cliente",38726,6,65.9,"Medio_Risco"
5170,"Vazamento_API","App_Mobile",49832,8,91.9,"Alto_Risco"
5171,"Vazamento_API","E-commerce",31847,8,82.2,"Alto_Risco"
5172,"Ausencia_Termos","E-commerce",12063,6,42.5,"Baixo_Risco"
5173,"Vazamento_API","E-commerce",28659,1,52.5,"Medio_Risco"
5174,"Ausencia_Termos","Portal_Cliente",36857,9,67.9,"Medio_Risco"
5175,"Falha_Cookies","E-commerce",4812,5,43.5,"Baixo_Risco"
5176,"Falha_Cookies","App_Mobile",1235,4,37.6,"Baixo_Risco"
5177,"Ausencia_Termos","E-commerce",12676,3,30.8,"Baixo_Risco"
5178,"Ausencia_Termos","E-commerce",18486,8,53.9,"Medio_Risco"
